word,total_error_percentage
251s,0.0068801027428676
worki,0.0068801027428676
worser,0.0068801027428676
youcopying,0.0068801027428676
electromagnetist,0.0068801027428676
3rd,0.0045867351619117
cem,0.0045867351619117
cema,0.0045867351619117
chi,0.0045867351619117
decre,0.0045867351619117
dodges,0.0045867351619117
enu,0.0045867351619117
esti,0.0045867351619117
ful,0.0045867351619117
gavin,0.0045867351619117
induces,0.0045867351619117
justine,0.0045867351619117
kade,0.0045867351619117
lec,0.0045867351619117
len,0.0045867351619117
nect,0.0045867351619117
obj,0.0045867351619117
olume,0.0045867351619117
os,0.0045867351619117
plu,0.0045867351619117
produ,0.0045867351619117
reation,0.0045867351619117
resend,0.0045867351619117
sensi,0.0045867351619117
stee,0.0045867351619117
stella,0.0045867351619117
tentre,0.0045867351619117
tol,0.0045867351619117
ure,0.0045867351619117
vap,0.0045867351619117
weren,0.0045867351619117
absorption,0.0022933675809558
ahhm,0.0022933675809558
allm,0.0022933675809558
chipping,0.0022933675809558
dingy,0.0022933675809558
dissolvitation,0.0022933675809558
erisa,0.0022933675809558
erm,0.0022933675809558
mab,0.0022933675809558
magmagnesia,0.0022933675809558
nooo,0.0022933675809558
piscipate,0.0022933675809558
placer,0.0022933675809558
purified,0.0022933675809558
removable,0.0022933675809558
rooming,0.0022933675809558
soluteation,0.0022933675809558
tutors,0.0022933675809558
